,Date,Open*,High,Low,Close**,Volume,Market Cap
170,2018-04-20,970.15,1142.5,947.88,1128.02,1006640000,16572895232
171,2018-04-19,890.66,983.58,878.45,968.64,658164992,15213364224
172,2018-04-18,758.25,893.57,757.39,888.91,634652992,12950183936
173,2018-04-17,766.7,784.49,755.38,757.59,331700992,13093079040
174,2018-04-16,781.12,797.88,745.73,766.47,382080000,13338002432
175,2018-04-15,741.91,785.35,741.91,780.83,327336000,12667076608
176,2018-04-14,738.72,760.48,723.22,738.98,267415008,12611247104
177,2018-04-13,735.78,781.13,725.4,738.3,384095008,12559630336
178,2018-04-12,666.39,734.48,658.93,734.48,417016992,11374167040
179,2018-04-11,648.9,666.58,648.9,666.58,252158000,11074390016
180,2018-04-10,637.7,657.01,628.86,649.62,225054000,10882081792
181,2018-04-09,656.09,680.6,627.32,637.03,254947008,11194774528
182,2018-04-08,640.89,659.81,640.89,655.26,198906000,10934316032
183,2018-04-07,611.2,652.59,610.41,640.35,231143008,10426626048
184,2018-04-06,641.86,646.08,603.71,610.43,225186000,10948475904
185,2018-04-05,648.63,655.52,620.1,646.04,243988992,11062817792
186,2018-04-04,710.47,711.27,638.01,649.2,282960000,12116297728
187,2018-04-03,664.15,719.77,660.34,712.88,303771008,11325102080
188,2018-04-02,644.46,686.03,641.43,662.77,282036000,10988265472
189,2018-04-01,688.01,699.05,629.93,643.03,318440000,11729573888
190,2018-03-31,697.62,735.82,683.99,685.25,306972000,11892082688
191,2018-03-30,712.41,766.97,677.53,697.01,416567008,12142878720
192,2018-03-29,861.61,867.31,703.18,714.27,452656000,14684486656
193,2018-03-28,876.36,897.63,852.88,860.52,337268000,14934499328
194,2018-03-27,916.99,926.38,876.33,876.33,339011008,15625146368
195,2018-03-26,967.9,975.61,887.0,919.25,347366016,16490798080
196,2018-03-25,973.6,991.07,965.52,966.88,237008000,16586321920
197,2018-03-24,1028.12,1030.43,982.3,982.3,264080000,17513320448
198,2018-03-23,1011.83,1019.43,966.4,1019.43,303600000,17233788928
199,2018-03-22,1033.26,1064.22,992.55,1011.52,344283008,17597106176
200,2018-03-21,1066.03,1082.35,1016.37,1033.45,389291008,18153244672
201,2018-03-20,998.17,1072.42,958.51,1059.12,503262016,16996011008
202,2018-03-19,942.6,997.28,915.51,994.67,425419008,16048032768
203,2018-03-18,948.28,948.28,851.61,938.11,435070016,16142976000
204,2018-03-17,974.7,1028.73,930.44,949.78,411316000,16591032320
205,2018-03-16,943.6,1053.63,902.78,977.03,472032992,16059905024
206,2018-03-15,949.77,954.41,877.1,943.64,374740992,16163159040
207,2018-03-14,1071.5,1073.12,924.41,949.47,406616000,18232981504
208,2018-03-13,1051.07,1100.07,999.75,1064.03,458028000,17883375616
209,2018-03-12,1143.94,1152.56,1022.03,1051.28,425558016,19461525504
210,2018-03-11,1002.55,1157.07,973.35,1145.17,514167008,17054337024
211,2018-03-10,1071.15,1087.3,994.19,1005.93,370367008,18219118592
212,2018-03-09,1034.69,1071.65,937.97,1067.02,510887008,17597165568
213,2018-03-08,1094.64,1113.61,1006.86,1040.21,446519008,18614841344
214,2018-03-07,1205.84,1218.84,1043.7,1092.16,455224992,20503543808
215,2018-03-06,1264.19,1264.19,1179.85,1206.04,401782016,21493489664
216,2018-03-05,1287.1,1291.88,1268.03,1268.03,350078016,21880580096
217,2018-03-04,1267.86,1289.72,1225.1,1289.08,367584000,21551388672
218,2018-03-03,1274.67,1302.8,1257.76,1270.38,371664000,21664919552
219,2018-03-02,1284.95,1303.66,1255.37,1275.18,421497984,21837402112
220,2018-03-01,1204.84,1303.45,1195.03,1291.92,482240000,20473643008
221,2018-02-28,1243.26,1275.66,1204.16,1204.16,375300992,21124108288
222,2018-02-27,1255.45,1297.69,1231.99,1246.66,420912000,21329252352
223,2018-02-26,1177.58,1274.86,1149.44,1250.56,460182016,20004044800
224,2018-02-25,1191.35,1210.2,1143.07,1178.1,362664992,20235808768
225,2018-02-24,1266.56,1309.38,1149.48,1193.27,413263008,21511069696
226,2018-02-23,1217.36,1319.33,1161.42,1270.71,492542016,20673318912
227,2018-02-22,1304.66,1350.34,1194.05,1219.49,475079008,22153562112
228,2018-02-21,1412.85,1423.94,1293.47,1308.46,575353984,23988080640
229,2018-02-20,1543.27,1569.03,1414.35,1418.73,820947008,26199828480
230,2018-02-19,1483.34,1553.81,1483.34,1534.77,578905984,25179734016
231,2018-02-18,1552.1,1641.4,1428.49,1487.46,907873024,26344192000
232,2018-02-17,1548.48,1568.64,1517.14,1551.39,641718976,26280075264
233,2018-02-16,1373.16,1558.66,1369.68,1552.2,961009984,23302049792
234,2018-02-15,1358.65,1400.71,1330.18,1375.81,502454016,23053330432
235,2018-02-14,1229.18,1384.06,1229.18,1362.27,629852032,20854265856
236,2018-02-13,1285.23,1289.42,1205.73,1231.98,442663008,21802971136
237,2018-02-12,1222.43,1302.66,1222.43,1283.91,466212992,20735399936
238,2018-02-11,1255.59,1306.2,1197.87,1217.64,651555008,21295585280
239,2018-02-10,1311.99,1394.81,1215.72,1257.31,734606016,22249687040
240,2018-02-09,1273.87,1342.41,1206.39,1312.11,1133760000,21601239040
241,2018-02-08,951.57,1345.2,951.57,1284.56,2203709952,16133926912
242,2018-02-07,971.08,1040.49,902.49,957.96,866222016,16462938112
243,2018-02-06,890.97,978.91,764.02,974.53,777420032,15103068160
244,2018-02-05,1159.89,1172.7,839.95,887.41,568116992,19659782144
245,2018-02-04,1273.17,1286.98,1101.31,1165.38,656033984,21577486336
246,2018-02-03,1194.23,1314.43,1072.83,1272.5,453100992,20237445120
247,2018-02-02,1272.5,1272.5,980.78,1191.14,896665984,21561731072
248,2018-02-01,1491.12,1503.3,1214.88,1274.35,678019968,25263214592
249,2018-01-31,1470.74,1522.87,1406.25,1486.89,729209024,24915744768
250,2018-01-30,1657.69,1662.07,1468.17,1470.55,649822976,28079687680
251,2018-01-29,1745.36,1763.24,1638.33,1657.14,362212992,29561513984
252,2018-01-28,1636.41,1762.34,1636.41,1746.25,580544000,27713288192
253,2018-01-27,1602.5,1665.81,1567.78,1628.63,441742016,27136137216
254,2018-01-26,1637.19,1678.63,1500.37,1603.9,594667008,27720476672
255,2018-01-25,1661.04,1707.7,1611.04,1642.12,522193984,28121270272
256,2018-01-24,1622.15,1703.34,1575.42,1639.13,488160992,27460182016
257,2018-01-23,1623.14,1700.34,1504.72,1621.46,578984000,27473707008
258,2018-01-22,1794.46,1815.42,1525.5,1621.92,681350016,30370203648
259,2018-01-21,2033.7,2033.7,1733.99,1776.64,745179008,34415464448
260,2018-01-20,1784.26,2124.45,1780.45,2032.12,1116240000,30191484928
261,2018-01-19,1740.17,1870.78,1723.87,1769.62,743246976,29442183168
262,2018-01-18,1752.27,1893.47,1696.25,1756.75,1024060032,29643646976
263,2018-01-17,1767.58,1875.08,1361.02,1748.05,1457730048,29899466752
264,2018-01-16,2406.86,2406.86,1555.97,1772.07,1704029952,40708816896
265,2018-01-15,2541.58,2576.13,2328.31,2401.54,1412359936,42983526400
266,2018-01-14,2687.1,2746.61,2490.04,2553.32,993310016,45439467520
267,2018-01-13,2617.66,2850.27,2589.03,2685.29,1218569984,44260286464
268,2018-01-12,2475.9,2648.23,2413.33,2620.99,1110220032,41859059712
269,2018-01-11,2891.55,2976.49,2396.84,2462.61,1947949952,48880766976
270,2018-01-10,2390.02,2961.2,2332.48,2895.38,2578810112,40397955072
271,2018-01-09,2412.36,2502.87,2346.68,2391.56,1084749952,40770859008
272,2018-01-08,2786.6,2810.32,2275.07,2421.47,1428899968,47091572736
273,2018-01-07,2784.68,3071.16,2730.31,2786.88,1444780032,47053955072
274,2018-01-06,2583.71,2829.69,2481.36,2786.65,1669159936,43653160960
275,2018-01-05,2400.74,2648.32,2370.59,2584.48,2115709952,40557621248
276,2018-01-04,2608.87,2610.2,2359.3,2430.18,5377260032,44069146624
277,2018-01-03,2700.55,2958.47,2592.56,2608.69,4688840192,45613334528
278,2018-01-02,2434.5,2867.14,2434.5,2711.0,1831229952,41114820608
279,2018-01-01,2534.82,2534.86,2389.52,2432.54,922812992,42804789248
280,2017-12-31,2376.96,2627.95,2350.03,2533.01,1300819968,40134901760
281,2017-12-30,2791.55,2791.55,2329.47,2392.41,1257760000,47129804800
282,2017-12-29,2587.3,2922.41,2389.04,2779.95,2479419904,43677032448
283,2017-12-28,2888.64,2896.78,2481.3,2566.64,3221299968,48758706176
284,2017-12-27,3108.32,3108.32,2771.05,2889.52,1406450048,52461240320
285,2017-12-26,2947.74,3112.64,2915.8,3108.89,1544429952,49745698816
286,2017-12-25,2929.35,3099.62,2755.6,2954.69,1355440000,49430822912
287,2017-12-24,3260.55,3260.55,2573.44,2903.12,1712160000,55013175296
288,2017-12-23,2746.95,3479.71,2684.82,3257.08,2843310080,46342000640
289,2017-12-22,3324.0,3369.55,1938.36,2696.69,3877769984,56071815168
290,2017-12-21,3909.0,3909.0,3038.01,3267.17,3664329984,65933676544
291,2017-12-20,2825.03,4355.62,2825.03,3923.07,11889600512,47644557312
292,2017-12-19,2199.06,2918.93,2160.92,2805.89,3913339904,37083336704
293,2017-12-18,1869.21,2353.64,1799.12,2196.64,2538650112,31516850176
294,2017-12-17,1812.33,1939.93,1806.65,1862.88,1020590016,30554460160
295,2017-12-16,1824.85,1890.06,1769.5,1801.88,971254976,30762649600
296,2017-12-15,1974.66,1974.66,1678.06,1815.43,1457229952,33284777984
297,2017-12-14,1600.67,2080.41,1593.15,1966.14,2717410048,26977734656
298,2017-12-13,1616.99,1702.53,1497.94,1607.65,1245190016,27249598464
299,2017-12-12,1427.38,1638.29,1427.38,1615.03,1386249984,24051785728
300,2017-12-11,1320.0,1453.49,1316.85,1423.38,922792000,22239862784
301,2017-12-10,1411.84,1411.84,1226.21,1323.07,885886016,23784949760
302,2017-12-09,1464.63,1526.4,1353.9,1410.06,1059609984,24671574016
303,2017-12-08,1329.16,1731.32,1247.93,1464.13,2553979904,22386737152
304,2017-12-07,1430.71,1454.73,1323.75,1330.93,1285209984,24095856640
305,2017-12-06,1498.49,1530.65,1396.16,1430.1,1154620032,25234395136
306,2017-12-05,1580.16,1623.16,1498.0,1501.85,1032800000,26606872576
307,2017-12-04,1560.16,1580.11,1498.98,1576.92,780633984,26267271168
308,2017-12-03,1435.36,1649.3,1420.6,1559.93,1476739968,24163624960
309,2017-12-02,1462.06,1502.37,1415.49,1434.98,574510016,24610490368
310,2017-12-01,1381.81,1482.68,1300.46,1462.68,965150976,23257145344
311,2017-11-30,1380.36,1468.75,1222.1,1389.78,1211730048,23230449664
312,2017-11-29,1541.63,1673.23,1332.14,1359.71,2345250048,25941776384
313,2017-11-28,1621.17,1629.48,1543.08,1546.18,1274880000,27277225984
314,2017-11-27,1722.93,1742.4,1607.79,1622.57,1391459968,28986781696
315,2017-11-26,1571.39,1758.61,1563.35,1735.66,1593049984,26434547712
316,2017-11-25,1634.0,1656.55,1535.77,1571.27,1560039936,27484850176
317,2017-11-24,1651.86,1782.83,1575.76,1648.51,3128960000,27782408192
318,2017-11-23,1302.23,1683.81,1299.95,1683.81,4112090112,21899417600
319,2017-11-22,1175.06,1335.25,1171.6,1303.31,1517619968,19758626816
320,2017-11-21,1220.78,1224.15,1140.88,1176.97,772859008,20525078528
321,2017-11-20,1172.43,1236.01,1167.28,1236.01,800052992,19710203904
322,2017-11-19,1260.95,1262.34,1144.08,1172.05,1285910016,21196173312
323,2017-11-18,1197.43,1388.11,1197.43,1254.53,3053769984,20125894656
324,2017-11-17,909.16,1217.42,863.98,1185.48,3203429888,15279017984
325,2017-11-16,1202.17,1210.36,876.57,900.78,2034690048,20202016768
326,2017-11-15,1269.79,1326.39,1191.98,1212.4,1321779968,21335635968
327,2017-11-14,1346.73,1390.21,1211.39,1273.53,1697910016,22626215936
328,2017-11-13,1381.82,1501.16,1043.0,1353.99,4850570240,23214665728
329,2017-11-12,1346.97,2477.65,1215.58,1388.86,8371319808,22614446080
330,2017-11-11,1001.64,1403.66,910.72,1340.45,5139769856,16807377920
331,2017-11-10,651.78,1034.77,651.78,1007.42,5195420160,10933023744
332,2017-11-09,622.31,670.14,619.26,654.3,710387008,10437718016
333,2017-11-08,615.24,646.38,565.6,622.46,837646016,10317458432
334,2017-11-07,602.68,626.21,602.45,616.3,375367008,10105176064
335,2017-11-06,630.31,657.34,602.65,602.65,794105024,10566560768
336,2017-11-05,619.91,635.72,579.13,630.7,816028032,10390893568
337,2017-11-04,635.35,642.05,571.12,620.45,1161369984,10647244800
338,2017-11-03,587.32,684.53,577.86,625.32,1682210048,9839761408
339,2017-11-02,527.68,610.39,514.52,587.22,1632060032,8840013824
340,2017-11-01,438.3,538.26,437.91,531.83,1152230016,7342249472
341,2017-10-31,449.37,454.07,431.76,439.05,343799008,7527260160
342,2017-10-30,458.45,478.42,417.62,448.23,796409024,7679000576
343,2017-10-29,420.47,526.12,408.4,451.92,2002439936,7042264576
344,2017-10-28,369.54,425.45,369.06,423.35,781036992,6183521280
345,2017-10-27,338.3,372.81,338.24,367.57,501988992,5655874048
346,2017-10-26,332.11,350.94,331.21,338.2,234967008,5550695424
347,2017-10-25,326.59,334.38,320.38,332.13,151935008,5457716224
348,2017-10-24,315.9,340.45,311.48,326.89,267442000,5278405120
349,2017-10-23,330.67,332.28,309.87,315.6,191558000,5524787712
350,2017-10-22,323.5,355.52,323.5,331.66,355545984,5405024256
351,2017-10-21,326.75,328.45,317.46,323.36,129938000,5458981376
352,2017-10-20,330.9,332.98,323.08,327.44,160204000,5527856640
353,2017-10-19,339.27,339.27,326.27,330.81,195578000,5667068416
354,2017-10-18,373.65,376.18,313.77,339.17,477184000,6240986112
355,2017-10-17,313.7,394.96,309.64,371.73,1008160000,5239523840
356,2017-10-16,315.26,318.02,310.52,313.64,117797000,5265400320
357,2017-10-15,322.42,323.59,307.68,314.95,133385000,5384763904
358,2017-10-14,321.54,327.42,317.35,321.96,164136992,5369722880
359,2017-10-13,314.15,323.08,304.38,321.46,288209984,5242631680
360,2017-10-12,315.47,330.13,310.71,313.21,262066000,5262393856
361,2017-10-11,320.2,321.27,312.13,314.9,131577000,5340998144
362,2017-10-10,313.22,352.02,311.7,321.59,367808992,5224169984
363,2017-10-09,342.76,342.76,289.04,314.16,288075008,5716323328
364,2017-10-08,360.09,362.46,337.0,342.21,203754000,6004941824
365,2017-10-07,363.6,364.88,356.07,360.78,91004000,6062861312
366,2017-10-06,355.43,371.28,354.96,363.01,182031008,5926541312
367,2017-10-05,358.42,371.19,348.45,355.75,268340992,5971264000
368,2017-10-04,404.2,404.45,354.55,358.45,251584000,6729636864
369,2017-10-03,421.79,421.79,395.74,404.18,130247000,7022370304
370,2017-10-02,415.87,430.86,411.84,421.19,219590000,6921578496
371,2017-10-01,433.38,436.94,415.15,415.15,164290000,7207772672
372,2017-09-30,436.64,445.62,432.53,432.63,150564992,7258884096
373,2017-09-29,447.66,447.92,426.99,436.77,148724992,7441961984
374,2017-09-28,456.71,465.2,433.5,447.81,300420992,7591998976
375,2017-09-27,441.86,460.0,439.41,457.31,197884992,7343492096
376,2017-09-26,445.36,458.25,441.83,441.83,165303008,7400019456
377,2017-09-25,419.65,450.13,419.65,445.8,302272000,6971281408
378,2017-09-24,428.8,433.04,419.25,421.03,114527000,7121948672
379,2017-09-23,415.31,432.96,407.45,428.5,189127008,6895969792
380,2017-09-22,417.92,435.45,402.77,415.09,241904992,6937170432
381,2017-09-21,475.83,480.01,413.75,416.26,316731008,7898297856
382,2017-09-20,526.74,527.72,471.09,476.05,669264000,8741669888
383,2017-09-19,480.64,550.41,450.05,527.88,802321024,7975012352
384,2017-09-18,422.09,479.69,422.09,479.32,458550016,7001635328
385,2017-09-17,438.9,438.9,384.06,419.86,221828000,7279519744
386,2017-09-16,424.49,450.98,388.2,440.22,313583008,7039591424
